,prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
0,75823,6-12,-0.2730321533304573,Bird Island Egg Heist,Catapult into action and take back the eggs from the Piggy Trike!,"Use the staircase catapult to launch Red into the air and race after the piggy, who is speeding off in the Piggy Trike with the eggs. Help him take the eggs out of the trike's box in this hilarious set, which also features Matilda's House to help Red relax, and a spinning Billy the Sign, based on The Angry BirdsTM Movie. Includes 3 figures.
Includes 3 figures: Red, Matilda and Biker Pig.
Bird Island Egg Heist features Matilda's House with a staircase catapult and easel, plus a branch, plants, flower elements and a Piggy Trike.
Piggy Trike features a giant front wheel, 2 balloons and a box at the rear for eggs.
Accessory elements include spinning Billy the Sign, 4 eggs and 2 bird nests.
Use Red to get into a fight with Billy the Sign to make it spin!
Place Red inside Matilda's House next to the easel and help him paintto relieve his anger!
Place the eggs in the Piggy Trike's box and watch the piggy zoom off.
Position Red on the staircase catapult and launch him at the Piggy Trike!
Create fun action scenes with a twist from The Angry BirdsTM movie.
This set offers an age-appropriate building experience for children ages 6-12.
Matilda's House measures over 5” (15cm) high, 6” (17cm) wide and 3” (9cm) deep.
Billy the Sign stands over 2” (7cm) high.
Piggy Trike measures over 3” (8cm) high,5” (15c m) long and 2” (6cm) wide.",Angry Birds™,US,$29.99,-0.3985307500081828,-0.655308646846557,Average,-0.04568866442619025,-0.3650269056297118
1,75822,6-12,-0.4041724230607943,Piggy Plane Attack,Launch a flying attack and rescue the eggs from the Piggy Plane!,"Pilot Pig has taken off from Bird Island with 4 eggs in his plane and is making his escape. Shoot Red into the sky using the catapult and on to the Piggy Plane. Battle with the piggy and take control of the plane, and land it safely without damaging the eggs! Includes 2 figures.
Includes 2 figures: Red and Pilot Pig.
Piggy Plane features a spinning propeller, landing wheels, cockpit, joystick and 2 flick missiles.
Accessory elements include a catapult, 4 eggs and 2 balloons.
Use the catapult to launch Red at the Piggy Plane and bring it down to the ground to save the eggs!
Create fun scenes with an action twist from The Angry BirdsTM Movie.
This set offers an age-appropriate building experience for children ages 6-12.
Piggy Plane measures over 3” (9cm) high, 4” (12cm) long and 5” (13cm) wide.
Catapult measures over 1” (5cm) high, 3” (9cm) long and 2” (6cm) wide.",Angry Birds™,US,$19.99,-0.3985307500081828,-0.655308646846557,Easy,0.990696524039318,-0.3650269056297118
2,75821,6-12,-0.517265866681452,Piggy Car Escape,Chase the piggy with lightning-fast Chuck and rescue the eggs!,"Pitch speedy bird Chuck against the Piggy Car. Chase the car to try and take back the eggs, but watch out for its ice cream shooter in this fun set, based on The Angry BirdsTM Movie. Includes 2 figures.
Includes 2 figures: Chuck the Angry Bird and a piggy.
Piggy Car features 2 exhaust pipes (one with a flame), a nest, 2 eggs, flag and an ice cream shooter.
Send speedy Chuck racing after the Piggy Car to remove the eggs from the nest and bring them back to the flock.
Create fun action scenes with a twist from The Angry BirdsTM Movie.
This set offers an age-appropriate building experience for children ages 6-12.
Piggy Car measures over 2” (6cm) high, 6” (16cm) long and 2” (6cm)wide.",Angry Birds™,US,$12.99,-0.14716871018238062,-0.13247902891623026,Easy,-0.4602427398123939,-0.2040727248656782
3,21030,12+,0.6353247608567398,United States Capitol Building,Explore the architecture of the United States Capitol Building!,"Discover the architectural secrets of the iconic United States Capitol Building with this amazing LEGO® Architecture interpretation that focuses on the structure's neoclassical style facade, steps and lawns, finished with a decorative “U.S. Capitol” nameplate. Remove the dome to access the rotunda interior depicting the National Statuary Hall, with columns, 8 statues and tiled floor. This model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in travel, architectural culture, history and design. The scale of this model matches the LEGO Architecture 21022 Lincoln Memorial.
Build a detailed model of the United States Capitol Building!
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
United States Capitol Building measures 6 inches high, 17 inches wide, and 6 inches deep
1,032 pieces – For boys and girls over the age of 12 years old
This model of the United States Capitol Building matches the scale of the LEGO Architecture Lincoln Memorial 21022",Architecture,US,$99.99,0.18798067625202225,-1.3524148040869928,Average,0.16158837326691067,0.11783563666239048
4,21035,12+,0.28882569955089504,Solomon R. Guggenheim Museum®,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,"Discover the architectural secrets of Frank Lloyd Wright’s Solomon R. Guggenheim Museum®. This accurately detailed LEGO® model faithfully recreates the curves and distinctive lines that have made this building an architectural icon for the last half-century. The simple, grid-patterned facade of the annex tower complements the main building with its circular rotundas, while buildable exterior elements depict a section of New York City’s 5th Avenue Museum Mile, complete with its signature yellow cabs. The Guggenheim sign, featuring Wright’s architectural lettering, has also been recreated in a similar typeface to heighten the authenticity of the model. This LEGO Architecture model has been designed to deliver a rewarding building experience for all with an interest in architecture, travel, history and design, and is suitable for display in the home and office.
Build a detailed model of New York City’s architectural icon!
Includes Frank Lloyd Wright’s famous rotunda, the 8-story annex tower and 5th Avenue Museum Mile with scaled yellow cabs
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
The museum is over 4” high, 7” wide and 5” deep
744 pieces – For boys and girls over 12 years old",Architecture,US,$79.99,-0.06338136357377991,-2.0495209613274286,Challenging,0.16158837326691067,-0.2040727248656782
5,21039,12+,0.11196680367603681,Shanghai,Celebrate Shanghai with this LEGO® Architecture Skyline set!,"Recreate Shanghai in China's blend of historical and modern architecture with this realistic 21039 LEGO® Architecture Skyline Collection model. This LEGO brick collectible toy features the city's iconic points of interest, including Chenghuang Miao Temple, Longhua Temple and Pagoda, Radisson Blu Hotel, Bund area, Oriental Pearl, World Financial Center, the Shanghai Tower and Huangpu River, and is finished with a decorative Shanghai nameplate. The LEGO Architecture Skyline Collection offers models suitable for display in the home and office, and has been developed for all with an interest in travel, architectural culture, history and design. Each set is scaled to give an accurate representation of the comparative size of each structure, with realistic color depiction.
LEGO® Architecture interpretation of Shanghai, China.
Features iconic attractions Chenghuang Miao Temple, Longhua Temple and Pagoda, Radisson Blu Hotel, Bund area, Oriental Pearl, World Financial Center and the Shanghai Tower.
The Huangpu River is represented in the tiled baseplate.
The included booklet contains information about the designer, architecture and history of each structure, as well as historical facts about Shanghai and its architectural heritage (English language only. Other languages available for download at LEGO.com/architecture. Ask your parents before going online).
Includes a 4x32 tiled base with decorative Shanghai nameplate.
Recreate the world's most dynamic cities with the LEGO® Architecture Skyline Collection.
LEGO® Architecture celebrates the world of architecture through the medium of the LEGO brick, and is developed for all with an interest in travel, design, architecture and history.
This collectible souvenir toy includes over 595 pieces and is suitable for ages 12+.
Measures over 9” (25cm) high, 11” (28cm) wide and 2” (7cm) deep.",Architecture,US,$59.99,-0.2588851723271816,-1.1781382647768837,Average,0.783419486346217,0.27878981742642556
6,21028,12+,0.11316992541668211,New York City,Celebrate New York City with this LEGO® Architecture Skyline model!,"Celebrate the architectural diversity of New York City with this detailed LEGO® brick model. The LEGO Architecture Skyline Collection offers models suitable for display in the home and office, and has been developed for all with an interest in travel, architectural culture, history and design. Each set is scaled to give an accurate representation of the comparative size of each structure, with true-to-life color depiction. This set features the Flatiron Building, Chrysler Building™, Empire State Building, One World Trade Center and the Statue of Liberty, and is finished with a decorative “New York City” nameplate.
Build a detailed model of the New York City Skyline, including the Statue of Liberty!
Model features the Flatiron Building, Chrysler Building, Empire State Building, and the One World Trade Center
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
New York City Skyline measures 10 inches high, 9 inches wide, and 1 inch deep
598 pieces – For boys and girls over the age of 12 years old",Architecture,US,$59.99,0.5789882937588257,-1.1781382647768837,Average,-0.6675197775054948,-0.2040727248656782
7,21029,12+,0.3321380822141256,Buckingham Palace,Recreate Buckingham Palace with LEGO® Architecture!,"Build a LEGO® brick model of London's official royal residence. This magnificent model focuses on the palace's east wing with its famous balcony, forecourt and palace gates. A section of the Mall is also depicted, complete with a double-decker bus, black taxicab and the Victoria Memorial. The model has been designed to deliver an interesting and rewarding building experience and is suitable for display in the home and office. It has been developed for all with an interest in architecture, travel, history and design.
Build a detailed model of London's official royal residence!
Includes the east wing, forecourt and palace gates, with the Mall, Victoria Memorial, red double-decker bus and black taxicab
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
The skyline is over 3” high, 7” wide and 7” deep
780 pieces – For boys and girls over 12 years old",Architecture,US,$49.99,0.2159097917882225,0.04179751039387968,Average,0.3688654109600134,0.11783563666239048
8,21034,12+,-0.04323590086720612,London,Celebrate London with this LEGO® Architecture Skyline model!,"Celebrate the architectural diversity of London with this detailed LEGO® brick model. The LEGO Architecture Skyline Collection offers models suitable for display in the home and office, and has been developed for all with an interest in travel, architectural culture, history and design. Each set is scaled to give an accurate representation of the comparative size of each structure, with true-to-life color depiction. This set features the National Gallery, Nelson’s Column, London Eye, Big Ben (the Elizabeth Tower) and Tower Bridge, and is finished with a decorative “London” nameplate.
Build a detailed model of the London skyline!
Model features the National Gallery, Nelson’s Column, London Eye, Big Ben and Tower Bridge
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Archiecture models are compatible with all LEGO construction sets for creative building
Measures over 5” high, 11” wide and 3” deep
468 pieces – For boys and girls ages 12 and older",Architecture,US,$39.99,0.18798067625202225,-1.3524148040869928,Average,0.3688654109600134,-0.2040727248656782
9,21033,12+,-0.07211082264269318,Chicago,Celebrate Chicago with this LEGO® Architecture Skyline model!,"Recreate Chicago’s blend of historical and modern architecture with this realistic LEGO® brick model. The LEGO Architecture Skyline Collection offers models suitable for display in the home and office, and has been developed for all with an interest in travel, architectural culture, history and design. Each set is scaled to give an accurate representation of the comparative size of each structure, with true-to-life color depiction. This set features the Willis Tower™, John Hancock Center, Cloud Gate, DuSable Bridge, Wrigley Building and the Big Red, and is finished with a decorative “Chicago” nameplate.
Build a detailed model of the Chicago skyline!
Includes Willis Tower, John Hancock Center, Cloud Gate, DuSable Bridge, Wrigley Building and the Big Red
Includes collectible booklet containing information about the design, architecture and history of the building
LEGO Architecture building toys are compatible with all LEGO construction sets for creative building
The skyline is over 7” high, 8” wide and 1” deep
444 pieces – For boys and girls over 12 years old",Architecture,US,$39.99,-0.14716871018238062,-1.3524148040869928,Average,0.5761424486531144,0.4397439981904592
